Company Name,Ownership Type,Holding Company Name,State,City,Website,Planning Area Name,Balancing Authority Area Name,Membership Name,Overlap,Area (sq mi),Location Code,Source,Population 2000,Number Of Households,Median Household Income,Household Aggregate Income,Per Capita Income,Layer_ID,Rec_ID,Bundled Residential Customers,Bundled Industrial Customers,Bundled Commercial Customers,Bundled Total Customers,Total Customers Ranges,Color_Code,Distribution Line Miles,Population 2010
Lamb County Electric Coop Inc,DistCoop,Lamb County Electric Coop Inc,TX,Littlefield,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Golden Spread Electric Coop Inc,F,738.4457196,3,Company Maps; ABB Research,8357.212852,3730.133536,-99.9,-99.9,-99.9,81,263,2685,7156,1434,11275,"3,000 to 100,000",1,-99.9,8582.431175
Lamoni Municipal Utilities,Muni,Lamoni Municipal Utilities,IA,Lamoni,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,10.24718519,3,Company Maps; ABB Research,2250,80.36304691,-99.9,-99.9,-99.9,81,95,911,6,219,1136,"0 to 3,000",4,-99.9,188.7470948
Lampasas TX (City of),Muni,Lampasas TX (City of),TX,Lampasas,,ERCOT,ERCOT ISO (Balancing Authority),Not Applicable,F,2.962434206,4,Previously Mapped Features; ABB Research,8077,543.2182356,-99.9,-99.9,-99.9,81,772,3510,0,927,4437,"3,000 to 100,000",1,-99.9,1257.24487
Landis NC (Town of),Muni,Landis NC (Town of),NC,Landis,,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Not Applicable,F,2.607912103,4,Previously Mapped Features; ABB Research,1762.463756,816.7749613,-99.9,-99.9,-99.9,81,2021,2618,1,385,3004,"3,000 to 100,000",1,-99.9,1822.500055
Lane Electric Coop Inc,DistCoop,Lane Electric Coop Inc,OR,Eugene,,Bonneville Power Administration,Bonneville Power Administration,Pacific Northwest Generating Coop,F,2617.762779,3,Company Maps; ABB Research,29157.05605,14215.99416,-99.9,-99.9,-99.9,81,153,11845,1,1004,12850,"3,000 to 100,000",4,-99.9,31652.78688
Lane Scott Electric Coop Inc,DistCoop,Lane Scott Electric Coop Inc,KS,Dighton,www.lane-scott.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Sunflower Electric Power Corp,F,2577.648554,3,Company Maps; ABB Research,8624.854985,4347.125027,-99.9,-99.9,-99.9,81,555,2307,1378,2123,5808,"3,000 to 100,000",1,-99.9,8837.191161
Lanesboro Public Utility Commission,Muni,Lanesboro Public Utility Commission,MN,Lanesboro,www.lanesboro.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.344876849,4,Previously Mapped Features; ABB Research,822,13.58334051,-99.9,-99.9,-99.9,81,1945,475,0,151,626,0 to 700,1,-99.9,25.04925921
Lanett AL (City of),Muni,Lanett AL (City of),AL,Lanett,,Alabama Power Co,Southern Co Services Inc,Alabama Municipal Electric Authority,F,4.388101707,4,Previously Mapped Features; ABB Research,3981.08531,1762.547474,-99.9,-99.9,-99.9,81,1274,3124,0,345,3469,"3,000 to 100,000",2,-99.9,3491.452377
Langford SD (Town of),Muni,Langford SD (Town of),SD,Langford,,WAPA Upper Great Plains East,Southwest Power Pool (Balancing Authority),Heartland Consumers Power District,F,0.284818589,4,Previously Mapped Features; ABB Research,279,0.816350047,-99.9,-99.9,-99.9,81,2022,179,0,25,204,0 to 700,1,-99.9,1.499970726
Lansdale PA (Borough of),Muni,Lansdale PA (Borough of),PA,Lansdale,,PJM Interconnection,PJM Interconnection,American Municipal Power Inc,F,2.957438126,4,Previously Mapped Features; ABB Research,12573.73963,5689.559131,-99.9,-99.9,-99.9,81,2794,7323,140,1130,8593,"3,000 to 100,000",1,-99.9,13351.80389
Lansing Board of Water & Light,Muni,Lansing Board of Water & Light,MI,Lansing,www.lbwl.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Michigan Public Power Agency,F,53.90868108,4,Previously Mapped Features; ABB Research,173512.5743,75945.25821,-99.9,-99.9,-99.9,81,773,84699,229,12723,97651,"3,000 to 100,000",1,-99.9,172963.6523
Larchwood IA (City of),Muni,Larchwood IA (City of),IA,Larchwood,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.207609018,3,Company Maps; ABB Research,835,8.757800234,-99.9,-99.9,-99.9,81,71,406,12,63,481,0 to 700,5,-99.9,22.64019786
Larned KS (City of),Muni,Larned KS (City of),KS,Larned,www.larned.org,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,2.364448175,3,Previously Mapped Features; ABB Research,4223,103.9627761,-99.9,-99.9,-99.9,81,774,2108,14,394,2516,"0 to 3,000",1,-99.9,240.7938185
Larsen Bay Utility Co,Muni,Larsen Bay Utility Co,AK,Larsen Bay,,Chugach Electric Association Inc,Chugach Electric Association Inc,Not Applicable,F,8.652156662,3,ABB Research,145,1.286808991,-99.9,-99.9,-99.9,81,2132,44,0,28,72,0 to 700,5,-99.9,2.121902855
Las Animas Municipal Light & Power,Muni,Las Animas Municipal Light & Power,CO,Las Animas,,Tri State G & T Association Inc,WAPA Rocky Mountain Region,Not Applicable,F,1.19586772,3,Previously Mapped Features; ABB Research,2858,1.740803338,-99.9,-99.9,-99.9,81,775,1366,41,588,1995,"0 to 3,000",6,-99.9,5.046155617
Lassen Municipal Utility District,Muni,Lassen Municipal Utility District,CA,Susanville,,California ISO,California Independent System Operator (Balancing Authority),Not Applicable,F,2258.140153,3,Company Maps; ABB Research,27727.62,10955.16,-99.9,-99.9,-99.9,81,1315,9637,136,2245,12018,"3,000 to 100,000",5,-99.9,30856.41
Laurel Municipal Electric Dept,Muni,Laurel Municipal Electric Dept,NE,Laurel,,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Not Applicable,F,0.618425316,4,Previously Mapped Features; ABB Research,896,3.262556209,-99.9,-99.9,-99.9,81,776,473,0,152,625,0 to 700,1,-99.9,6.743687612
Laurens Commission of Public Works,Muni,Laurens Commission of Public Works,SC,Laurens,www.lcpw.com,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Not Applicable,F,4.678766908,4,Previously Mapped Features; ABB Research,2469.382055,1331.862466,-99.9,-99.9,-99.9,81,777,4464,10,899,5373,"3,000 to 100,000",6,-99.9,2785.16899
Laurens Electric Coop Inc,DistCoop,Laurens Electric Coop Inc,SC,Laurens,www.laurenselectric.com,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Central Electric Power Coop Inc (SC),F,663.1794846,3,Company Maps; ABB Research,56884.38271,25708.22535,-99.9,-99.9,-99.9,81,2469,52455,36,5775,58266,"3,000 to 100,000",1,-99.9,56738.67379
Laurens IA (City of),Muni,Laurens IA (City of),IA,Laurens,www.laurens-ia.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.223727881,3,Company Maps; ABB Research,1488,10.24777154,-99.9,-99.9,-99.9,81,77,639,29,133,801,"0 to 3,000",4,-99.9,18.8337423
Laurinburg NC (City of),Muni,Laurinburg NC (City of),NC,Laurinburg,,Progress Energy Carolina,Duke Energy Progress East,Not Applicable,F,2.986719214,4,Previously Mapped Features; ABB Research,15998,742.6665505,-99.9,-99.9,-99.9,81,778,4618,3,1037,5658,"3,000 to 100,000",1,-99.9,1657.534978
Lavallette NJ (Borough of),Muni,Lavallette NJ (Borough of),NJ,Lavallette,www.lavallette.org/,PJM Interconnection,PJM Interconnection,Not Applicable,F,0.624941947,3,ABB Research,2664.98,1460.05,-99.9,-99.9,-99.9,81,2901,2392,0,169,2561,"0 to 3,000",2,-99.9,853.064
Laverne OK (Town of),Muni,Laverne OK (Town of),OK,Laverne,,Oklahoma Municipal Power Authority,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.916391096,4,Previously Mapped Features; ABB Research,1121,2.033347449,-99.9,-99.9,-99.9,81,779,615,0,130,745,"0 to 3,000",1,-99.9,3.987631538
Lawler IA (City of),Muni,Lawler IA (City of),IA,Lawler,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.763785308,3,Company Maps; ABB Research,498,6.919758804,-99.9,-99.9,-99.9,81,49,219,0,51,270,0 to 700,5,-99.9,15.04154144
Lawrenceburg IN (City of),Muni,Lawrenceburg IN (City of),IN,Lawrenceburg,,Indiana Municipal Power Agency,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,4.993004952,4,Previously Mapped Features; ABB Research,3011.140892,1450.657113,-99.9,-99.9,-99.9,81,2687,2679,103,668,3450,"3,000 to 100,000",5,-99.9,3133.565538
Lawrenceburg Power System,Muni,Lawrenceburg Power System,TN,Lawrenceburg,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,617.7940413,4,Previously Mapped Features; ABB Research,39925.92619,18173.11026,-99.9,-99.9,-99.9,81,1417,17163,8,3202,20373,"3,000 to 100,000",4,-99.9,41859.83027
Lawrenceville Electric Dept,Muni,Lawrenceville Electric Dept,GA,Lawrenceville,,Georgia Power Co,Southern Co Services Inc,Municipal Electric Authority of Georgia,F,27.97699763,4,Previously Mapped Features; ABB Research,30855.48526,21992.96067,-99.9,-99.9,-99.9,81,2181,9400,2,1684,11086,"3,000 to 100,000",1,-99.9,61453.97223
Le Sueur MN (City of),Muni,Le Sueur MN (City of),MN,Le Sueur,,Minnesota Municipal Power Agency,Midcontinent ISO (Balancing Authority),Not Applicable,F,0.899106646,4,Previously Mapped Features; ABB Research,3866,64.97238698,-99.9,-99.9,-99.9,81,780,1858,56,306,2220,"0 to 3,000",1,-99.9,149.044614
Lea County Electric Coop Inc,DistCoop,Lea County Electric Coop Inc,NM,Lovington,www.lcecnet.com,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Western Farmers Electric Coop,F,2907.139512,3,Company Maps; ABB Research,17732.24973,9102.805328,-99.9,-99.9,-99.9,81,1342,8856,24,7619,16499,"3,000 to 100,000",4,-99.9,24752.08893
Leavenworth Jefferson Electric Coop Inc,DistCoop,Leavenworth Jefferson E C Inc,KS,Mclouth,www.ljec.coop,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Kansas Electric Power Coop Inc,F,626.5607062,3,Company Maps; ABB Research,21069.26439,9479.514589,-99.9,-99.9,-99.9,81,21,-99,-99,-99,-99,Not Reported,2,-99.9,23080.89347
Lebanon MO (City of),Muni,Lebanon MO (City of),MO,Lebanon,www.lebanonmissouri.com,Associated Electric Coop Inc,Associated Electric Coop Inc,Missouri Joint Municipal Electric Utility Commission,F,3.228695142,4,Previously Mapped Features; ABB Research,1642.194715,1405.724634,-99.9,-99.9,-99.9,81,782,5861,61,1327,7249,"3,000 to 100,000",5,-99.9,2939.911678
Lebanon Municipal Electric Utility,Muni,Lebanon Municipal Electric Utility,OH,Lebanon,www.ci.lebanon.oh.us,PJM Interconnection,PJM Interconnection,American Municipal Power Inc,F,6.373451021,3,ABB Research,9078.003155,4314.510779,-99.9,-99.9,-99.9,81,2543,8270,463,622,9355,"3,000 to 100,000",1,-99.9,10498.42713
Lebanon Utilities,Muni,Lebanon Utilities,IN,Lebanon,www.lebanon-utilities.com,Indiana Municipal Power Agency,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,2.880424744,4,Previously Mapped Features; ABB Research,2967.902999,1983.540405,-99.9,-99.9,-99.9,81,783,7808,123,1269,9200,"3,000 to 100,000",5,-99.9,4298.686967
Lee County Electric Coop Inc,DistCoop,Lee County Electric Coop Inc,FL,North Fort Myers,www.lcec.net,Florida Power & Light Co,Florida Power & Light,Not Applicable,F,3508.053732,3,Company Maps; ABB Research,237284.5691,207978.271,-99.9,-99.9,-99.9,81,336,197895,0,18700,216595,"100,000 to 950,000",6,-99.9,386307.9778
Leesburg Utilities Dept,Muni,Leesburg FL (City of),FL,Leesburg,www.ci.leesburg.fl.us,Florida Municipal Power Agency,Florida Municipal Power Pool,Florida Municipal Power Agency,F,2.330259998,4,Previously Mapped Features; ABB Research,2084.409333,1471.385856,-99.9,-99.9,-99.9,81,784,21999,1,4288,26288,"3,000 to 100,000",5,-99.9,2745.059426
Lehi City Corp,Muni,Lehi City Corp,UT,Lehi,,PacifiCorp,PacifiCorp East,Not Applicable,F,23.15130278,3,ABB Research,3151.862214,10397.12132,-99.9,-99.9,-99.9,81,785,19359,0,2106,21465,"3,000 to 100,000",1,-99.9,37526.80539
Lehigh IA (City of),Muni,Lehigh IA (City of),IA,Lehigh,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.995697673,3,Company Maps; ABB Research,529,18.42137673,-99.9,-99.9,-99.9,81,58,234,0,25,259,0 to 700,1,-99.9,39.01662669
Lehighton Light & Power Dept,Muni,Lehighton Light & Power Dept,PA,Lehighton,,PJM Interconnection,PJM Interconnection,Not Applicable,F,2.120426083,4,Previously Mapped Features; ABB Research,3323.944088,1624.414191,-99.9,-99.9,-99.9,81,2800,2468,0,531,2999,"0 to 3,000",2,-99.9,3582.720669
Leigh NE (Village of),Muni,Leigh NE (Village of),NE,Leigh,,Nebraska Public Power District,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.616635183,4,Previously Mapped Features; ABB Research,508,6.381151594,-99.9,-99.9,-99.9,81,2074,299,0,0,299,0 to 700,1,-99.9,12.72227804
Leland MS (City of),Muni,Leland MS (City of),MS,Leland,www.lelandms.org,Entergy Services Inc,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.167307844,4,Previously Mapped Features; ABB Research,930.3542696,523.9173971,-99.9,-99.9,-99.9,81,787,1637,0,197,1834,"0 to 3,000",1,-99.9,1198.009513
Lenoir City TN (City of),Muni,Lenoir City TN (City of),TN,Lenoir City,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,1.240960082,4,Previously Mapped Features; ABB Research,7081,596.0691628,-99.9,-99.9,-99.9,81,788,53238,6,12668,65912,"3,000 to 100,000",1,-99.9,1397.231655
Lenox IA (City of),Muni,Lenox IA (City of),IA,Lenox,www.lenoxareachamber.com,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,1.57914826,4,Previously Mapped Features; ABB Research,1293,13.35487961,-99.9,-99.9,-99.9,81,1418,641,0,161,802,"0 to 3,000",1,-99.9,27.9504404
Lethbridge Electric Utility (City of),Muni,Lethbridge (City of),,,http://www.lethbridge.ca/living-here/Utilities-Waste-Recycling/Pages/Retail,Not Applicable,Not Applicable,Not Applicable,F,46.41840453,3,Company Maps; ABB Research,0,-99,-99.9,-99.9,-99.9,81,3097,-99,-99,-99,-99,Not Reported,5,-99.9,-99
Levan Town Corp,Muni,Levan Town Corp,UT,Levan,,PacifiCorp,PacifiCorp East,Not Applicable,F,0.76520512,3,ABB Research,556,0.357577325,-99.9,-99.9,-99.9,81,789,336,3,11,350,0 to 700,1,-99.9,1.058709334
Lewes Board of Public Works,Muni,Lewes Board of Public Works,DE,Lewes,,PJM Interconnection,PJM Interconnection,Not Applicable,F,0.658376545,4,Previously Mapped Features; ABB Research,2533,212.6570451,-99.9,-99.9,-99.9,81,2801,3287,1,440,3728,"3,000 to 100,000",1,-99.9,244.7257506
Lewis County Rural E C A,DistCoop,Lewis County Rural E C A,MO,Lewistown,www.lewiscountyrec.org,Associated Electric Coop Inc,Associated Electric Coop Inc,Northeast Missouri Electric Power Coop,F,1207.73015,3,Company Maps; ABB Research,17313.64763,8054.940328,-99.9,-99.9,-99.9,81,740,6436,13,782,7231,"3,000 to 100,000",6,-99.9,16921.77266
Lewisburg Electric System,Muni,Lewisburg Electric System,TN,Lewisburg,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,5.295595967,4,Previously Mapped Features; ABB Research,4224.549826,2092.583721,-99.9,-99.9,-99.9,81,790,4671,7,1548,6226,"3,000 to 100,000",5,-99.9,4703.74083
Lewisburg PA (Borough of),Muni,Lewisburg PA (Borough of),PA,Lewisberry,,PJM Interconnection,PJM Interconnection,Not Applicable,F,0.126539988,4,Previously Mapped Features; ABB Research,342,16.01269748,-99.9,-99.9,-99.9,81,2816,194,0,0,194,0 to 700,1,-99.9,37.37989024
Lewisville IN (City of),Muni,Lewisville IN (City of),IN,Lewisville,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Indiana Municipal Power Agency,F,0.332931744,4,Previously Mapped Features; ABB Research,450,7.641824892,-99.9,-99.9,-99.9,81,1766,0,0,0,0,0 to 700,1,-99.9,17.72767596
Lexington Electric System,Muni,Lexington Electric System,TN,Lexington,,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,F,346.5959734,4,Previously Mapped Features; ABB Research,11730.99278,7006.782125,-99.9,-99.9,-99.9,81,1348,17769,7,4758,22534,"3,000 to 100,000",4,-99.9,12051.99521
Lexington NC (City of),Muni,Lexington NC (City of),NC,Lexington,,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Not Applicable,F,4.795703554,4,Previously Mapped Features; ABB Research,4412.698771,2859.860841,-99.9,-99.9,-99.9,81,791,16638,31,2122,18791,"3,000 to 100,000",1,-99.9,6047.150438
Lexington NE (City of),Muni,Lexington NE (City of),NE,Lexington,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,2.384404689,4,Previously Mapped Features; ABB Research,2216.943136,891.2548015,-99.9,-99.9,-99.9,81,792,3534,5,705,4244,"3,000 to 100,000",1,-99.9,2603.578561
Lexington OK (City of),Muni,Lexington OK (City of),OK,Lexington,,Oklahoma Municipal Power Authority,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.742465414,4,Previously Mapped Features; ABB Research,1916,40.11593285,-99.9,-99.9,-99.9,81,793,698,0,121,819,"0 to 3,000",1,-99.9,96.96743589
Lexington TX (City of),Muni,Lexington TX (City of),TX,Lexington,,ERCOT,ERCOT ISO (Balancing Authority),Not Applicable,F,1.191057424,4,Previously Mapped Features; ABB Research,1130,12.67086821,-99.9,-99.9,-99.9,81,1767,552,0,71,623,0 to 700,1,-99.9,27.32138129
Liberal MO (City of),Muni,Liberal MO (City of),MO,Liberal,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,0.82355562,4,Previously Mapped Features; ABB Research,729,4.068067429,-99.9,-99.9,-99.9,81,794,327,0,62,389,0 to 700,1,-99.9,9.453764852
Liberty TX (City of),Muni,Liberty TX (City of),TX,Liberty,,Midcontinent ISO,Midcontinent ISO (Balancing Authority),Not Applicable,F,2.153992165,4,Previously Mapped Features; ABB Research,8173,79.66036856,-99.9,-99.9,-99.9,81,796,2964,0,836,3800,"3,000 to 100,000",1,-99.9,189.8915211
Liberty Utilities,IOU,Algonquin Power & Utilities Corp,CA,South Lake Tahoe,http://www.libertyutilities.com,California ISO,California Independent System Operator (Balancing Authority),Not Applicable,F,1464.127802,3,Company Maps; ABB Research,72631.79,32750.16,-99.9,-99.9,-99.9,81,2720,-99,-99,-99,-99,Not Reported,3,-99.9,78837.67
Licking Rural Electric Inc,DistCoop,Licking Rural Electric Inc,OH,Newark,www.theenergycoop.com,Buckeye Power Inc,PJM Interconnection,Buckeye Power Inc,F,538.7573137,3,ABB Research,42667.80235,22946.04914,-99.9,-99.9,-99.9,81,2547,24195,46,1505,25746,"3,000 to 100,000",4,-99.9,56509.61317
Licking Valley RECC,DistCoop,Licking Valley RECC,KY,West Liberty,www.lvrecc.com,PJM Interconnection,PJM Interconnection,East Kentucky Power Coop,F,1043.928221,3,Regional Digital Data; ABB Research,36060.90486,16858.69999,-99.9,-99.9,-99.9,81,2630,16206,8,1088,17302,"3,000 to 100,000",1,-99.9,36769.58146
Lighthouse Electric Coop Inc,DistCoop,Lighthouse Electric Coop Inc,TX,Floydada,www.lighthouse.coop,ERCOT,ERCOT ISO (Balancing Authority),Golden Spread Electric Coop Inc,F,2891.386339,3,Company Maps; ABB Research,12993.33965,6058.857365,-99.9,-99.9,-99.9,81,265,3753,5119,389,9261,"3,000 to 100,000",1,-99.9,12587.4758
Lincoln County Power District No 1,PSubdiv,Lincoln County Power District No 1,NV,Pioche,,Nevada Power Co,Nevada Power Co,Not Applicable,F,10503.99426,3,Company Maps; ABB Research,4105.75151,2688.894981,-99.9,-99.9,-99.9,81,1655,828,118,189,1135,"0 to 3,000",3,-99.9,5268.813211
Lincoln Electric Coop Inc (MT),DistCoop,Lincoln Electric Coop Inc (MT),MT,Eureka,www.lincolnelectric.org,Bonneville Power Administration,Bonneville Power Administration,Not Applicable,F,1781.149735,3,Company Maps; ABB Research,10677.0329,8119.3086,-99.9,-99.9,-99.9,81,221,5215,2,670,5887,"3,000 to 100,000",1,-99.9,14013.42923
Lincoln Electric System,Muni,Lincoln Electric System,NE,Lincoln,www.les.com,Lincoln Electric System,Southwest Power Pool (Balancing Authority),Not Applicable,F,22.66390966,4,Previously Mapped Features; ABB Research,106804.6478,48243.61303,-99.9,-99.9,-99.9,81,797,122941,176,16911,140028,"100,000 to 950,000",2,-99.9,108149.4213
Lincoln KS (City of),Muni,Lincoln KS (City of),KS,Lincoln Center,,Southwest Power Pool,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.055026344,3,ABB Research,-99,2.731916114,-99.9,-99.9,-99.9,81,2880,700,9,184,893,"0 to 3,000",4,-99.9,4.750075175
Lincolnton NC (City of),Muni,Lincolnton NC (City of),NC,Lincolnton,,Duke Energy Carolinas LLC,Duke Energy Carolinas LLC,Not Applicable,F,4.938019197,4,Previously Mapped Features; ABB Research,5541.10846,2645.898839,-99.9,-99.9,-99.9,81,798,2475,3,551,3029,"3,000 to 100,000",1,-99.9,5548.757203
Lindsay Public Works Authority,Muni,Lindsay Public Works Authority,OK,Lindsay,,Grand River Dam Authority,Southwest Power Pool (Balancing Authority),Not Applicable,F,1.04770587,4,Previously Mapped Features; ABB Research,2871,121.3727865,-99.9,-99.9,-99.9,81,799,1190,13,294,1497,"0 to 3,000",1,-99.9,247.4623503
